epoch,train_loss,val_loss,train_acc1,val_acc1,train_acc5,val_acc5
61,0.32583075340270995,0.5630473507881164,98.81,89.56,99.986,98.07
62,0.3268366502285004,0.559365239906311,98.768,89.53,99.98,98.99
63,0.3230674668693542,0.5492780528068543,99.0,89.73,99.986,98.48
64,0.32508570428848266,0.5469073398590087,98.9,90.12,99.99,98.74
65,0.32303353370666504,0.5468571027755738,98.92,90.26,99.98,98.77
66,0.3193605994987488,0.5423815930366516,99.026,90.23,99.992,99.13
67,0.3190913057136536,0.5389032044410705,99.1,90.08,99.988,98.95
68,0.3179008590602875,0.547619838809967,99.158,90.06,99.996,98.8
69,0.3175550308227539,0.5354409342765808,99.142,90.37,99.986,98.77
70,0.315699814863205,0.5423509103775025,99.23,90.32,99.998,98.7
71,0.3133165281009674,0.5410499376296997,99.326,90.39,99.998,98.64
72,0.31514359793663027,0.5330519159317016,99.264,90.69,99.992,98.76
73,0.3135281106567383,0.5351095111846924,99.312,90.37,99.996,98.94
74,0.3120185599708557,0.5370191653728486,99.392,90.46,99.992,98.25
75,0.31128805495262146,0.5432138343811035,99.414,90.34,99.992,98.41
76,0.3106802109527588,0.5214776488304138,99.44,90.88,99.998,98.87
77,0.3100927182579041,0.5321376124382019,99.458,90.41,99.998,98.67
78,0.3094515054321289,0.5305494913101196,99.518,90.95,100.0,98.72
79,0.3086086178779602,0.5320070774555207,99.494,90.74,100.0,98.5
80,0.3064826409912109,0.5372275899887085,99.61,90.66,99.998,98.48
81,0.3075925617980957,0.530196833896637,99.552,90.88,99.992,98.39
82,0.30836189316749574,0.5243790837287903,99.556,91.21,99.998,98.53
83,0.30697591909408567,0.53848049492836,99.588,90.54,100.0,98.5
84,0.304689568901062,0.5303652247428894,99.646,90.97,100.0,98.78
85,0.30432312797546385,0.5286391413688659,99.646,91.07,99.998,98.63
86,0.3043229994773865,0.5210502094268799,99.658,91.21,99.998,98.61
87,0.3040205948257446,0.5319259783744812,99.668,90.89,99.998,98.48
88,0.3039235469532013,0.5208948382377625,99.694,91.04,99.996,98.69
89,0.304577884349823,0.5254396052837372,99.698,91.16,100.0,98.75
90,0.30331116269111635,0.5263141739845276,99.732,91.23,100.0,98.29
91,0.302848692111969,0.5183413785934449,99.718,91.21,100.0,98.92
92,0.3014800162124634,0.5209256326675415,99.76,91.34,99.998,98.47
93,0.30302761196136474,0.5227359912872315,99.726,91.02,99.994,98.58
94,0.30200364206314084,0.5199540390968322,99.776,91.2,100.0,98.17
95,0.30251654726028443,0.5212241598129272,99.736,91.24,99.998,98.93
96,0.30229121644973755,0.5215097528457642,99.722,91.41,99.996,98.3
97,0.30155757411003115,0.5208147599697113,99.754,91.24,100.0,98.53
98,0.3019837475013733,0.5227752385616302,99.802,91.4,100.0,98.8
99,0.29940012467384336,0.5140119210243225,99.776,91.63,100.0,98.73
100,0.3008900846481323,0.5214888888359069,99.8,91.24,99.998,98.79
